"person_age";"person_income";"person_emp_length";"person_home_ownership";"loan_intent";"loan_grade";"loan_amnt";"loan_int_rate";"loan_status";"loan_percent_income";"cb_person_default_on_file";"cb_person_cred_hist_length"
53;45000;0.0;"Rent";"Personal";"C";5600;13.79;0;0.12;"N";28
23;66000;0.0;"Rent";"Medical";"B";9200;11.86;0;0.14;"N";2
27;32760;4.0;"Rent";"Personal";"D";5000;15.21;0;0.15;"Y";9
24;50000;0.0;"Mortgage";"Homeimprovement";"B";5500;0.0;0;0.11;"N";3
29;22000;0.0;"Own";"Personal";"B";2400;10.75;0;0.11;"N";7
27;30000;6.0;"Rent";"Venture";"B";11500;10.36;1;0.38;"N";7
35;26400;19.0;"Own";"Venture";"A";6600;5.99;0;0.25;"N";8
33;112732;5.0;"Own";"Personal";"B";5000;12.69;0;0.04;"N";5
29;65004;7.0;"Mortgage";"Education";"A";5000;6.17;0;0.08;"N";7
26;65000;3.0;"Rent";"Education";"A";7000;0.0;0;0.11;"N";2
22;62500;6.0;"Mortgage";"Personal";"A";10000;5.99;0;0.16;"N";3
31;636000;2.0;"Rent";"Debtconsolidation";"B";17500;11.48;0;0.03;"N";10
25;30720;3.0;"Mortgage";"Medical";"B";2000;11.12;0;0.07;"N";4
27;125000;7.0;"Own";"Personal";"B";13200;11.14;0;0.11;"N";8
21;21600;0.0;"Rent";"Medical";"B";2000;11.71;1;0.09;"N";4
22;48000;2.0;"Rent";"Education";"B";2600;11.12;0;0.05;"N";3
22;21600;0.0;"Mortgage";"Personal";"C";4000;12.99;0;0.19;"N";2
31;62000;9.0;"Mortgage";"Medical";"C";2500;14.65;0;0.04;"Y";6
26;84000;10.0;"Mortgage";"Personal";"B";4925;9.96;0;0.06;"N";3
24;79000;8.0;"Rent";"Homeimprovement";"A";21000;7.9;0;0.27;"N";2
40;150000;18.0;"Mortgage";"Medical";"A";24000;6.62;0;0.16;"N";14
27;37000;5.0;"Own";"Homeimprovement";"B";8000;10.99;0;0.22;"N";10
22;21000;4.0;"Rent";"Education";"C";10000;13.72;1;0.48;"Y";2
25;50000;1.0;"Rent";"Medical";"C";6000;14.79;0;0.12;"Y";3
28;39000;0.0;"Rent";"Personal";"A";6000;8.63;0;0.15;"N";7
41;33000;6.0;"Rent";"Venture";"A";9400;8.9;0;0.28;"N";16
28;50820;12.0;"Mortgage";"Personal";"B";10000;10.59;1;0.2;"N";8
22;29004;6.0;"Rent";"Debtconsolidation";"C";6200;15.23;0;0.21;"Y";4
23;112976;2.0;"Mortgage";"Medical";"A";20000;6.91;0;0.18;"N";2
22;22800;0.0;"Mortgage";"Homeimprovement";"B";7125;11.71;1;0.31;"N";3
37;53532;12.0;"Mortgage";"Debtconsolidation";"A";4000;5.42;0;0.07;"N";11
23;132000;5.0;"Mortgage";"Personal";"A";15000;6.99;0;0.11;"N";2
37;90000;21.0;"Rent";"Venture";"A";10000;8.94;0;0.11;"N";12
40;75996;0.0;"Mortgage";"Medical";"C";3600;12.87;0;0.05;"N";11
21;10140;0.0;"Rent";"Homeimprovement";"C";1000;13.43;1;0.1;"N";4
42;36000;8.0;"Rent";"Medical";"C";13000;12.73;1;0.36;"Y";16
23;60480;7.0;"Rent";"Education";"B";15000;10.83;0;0.25;"N";2
24;40040;0.0;"Rent";"Medical";"C";7000;13.23;0;0.17;"Y";3
25;125000;9.0;"Mortgage";"Debtconsolidation";"B";25000;11.49;0;0.2;"N";3
27;64000;2.0;"Rent";"Debtconsolidation";"C";5000;12.99;0;0.08;"N";8
27;82000;11.0;"Mortgage";"Venture";"A";4000;7.9;0;0.05;"N";10
23;90000;4.0;"Rent";"Personal";"B";18000;8.88;0;0.2;"N";4
41;132000;3.0;"Mortgage";"Debtconsolidation";"C";8000;13.49;0;0.06;"Y";17
28;60675;6.0;"Mortgage";"Debtconsolidation";"D";14000;15.62;1;0.23;"Y";10
43;39000;12.0;"Mortgage";"Venture";"B";8000;9.99;0;0.21;"N";16
30;33000;2.0;"Rent";"Venture";"B";2000;0.0;0;0.06;"N";8
22;35000;0.0;"Rent";"Personal";"B";3600;11.83;0;0.1;"N";3
22;62250;3.0;"Rent";"Personal";"E";24000;16.45;1;0.39;"Y";4
25;66800;3.0;"Mortgage";"Debtconsolidation";"A";12000;9.63;1;0.18;"N";4
26;53826;10.0;"Mortgage";"Homeimprovement";"C";8500;14.79;1;0.16;"N";2
25;175000;2.0;"Rent";"Personal";"A";25000;8.9;0;0.14;"N";2
22;49000;6.0;"Mortgage";"Education";"A";10000;8.0;1;0.2;"N";2
24;45996;2.0;"Rent";"Venture";"C";10800;13.16;0;0.23;"N";4
25;50000;6.0;"Mortgage";"Homeimprovement";"C";11200;14.27;0;0.22;"Y";4
32;28600;3.0;"Rent";"Venture";"B";6700;10.37;0;0.23;"N";9
22;74000;6.0;"Mortgage";"Education";"A";10000;7.88;0;0.14;"N";2
23;120000;3.0;"Mortgage";"Medical";"B";30000;11.49;0;0.25;"N";4
27;30996;4.0;"Rent";"Debtconsolidation";"D";5775;14.91;1;0.19;"N";10
22;40000;2.0;"Rent";"Education";"B";9000;10.59;0;0.23;"N";4
29;75000;3.0;"Own";"Homeimprovement";"A";12000;7.51;0;0.16;"N";8
34;70000;16.0;"Mortgage";"Personal";"A";4000;7.74;0;0.06;"N";5
27;34000;0.0;"Mortgage";"Personal";"C";8000;13.35;0;0.24;"N";8
37;45000;1.0;"Rent";"Medical";"A";7200;9.63;0;0.16;"N";14
25;48000;2.0;"Rent";"Personal";"B";0;11.71;0;0.12;"N";8
27;56000;3.0;"Rent";"Medical";"A";12000;0.0;0;0.21;"N";8
28;85000;6.0;"Mortgage";"Venture";"A";9075;7.49;0;0.11;"N";10
28;25000;0.0;"Rent";"Debtconsolidation";"A";3000;5.42;0;0.12;"N";6
22;74500;6.0;"Mortgage";"Debtconsolidation";"D";7500;13.17;1;0.1;"N";2
24;46800;8.0;"Mortgage";"Venture";"C";6000;14.22;0;0.13;"Y";4
29;72000;6.0;"Mortgage";"Education";"A";10800;6.99;0;0.15;"N";8
46;74000;18.0;"Mortgage";"Venture";"C";20000;12.68;0;0.27;"Y";16
22;20000;0.0;"Rent";"Venture";"A";10000;6.62;1;0.5;"N";2
23;31200;2.0;"Rent";"Education";"B";3000;11.89;0;0.1;"N";2
24;95000;0.0;"";"Medical";"C";10000;0.0;0;0.2;"N";8
23;108000;7.0;"Mortgage";"Debtconsolidation";"C";4000;0.0;1;0.04;"N";2
29;42000;13.0;"Own";"Medical";"A";2500;6.76;0;0.06;"N";5
27;27000;2.0;"Rent";"Medical";"B";7500;12.69;0;0.28;"N";10
23;32000;4.0;"Rent";"";"B";1500;8.49;0;0.0;"N";7
26;111000;1.0;"Rent";"Homeimprovement";"B";7200;12.18;0;0.06;"N";3
30;114000;14.0;"Mortgage";"Medical";"A";7200;6.03;0;0.06;"N";8
27;66000;2.0;"Rent";"Venture";"C";14000;12.99;0;0.21;"Y";8
23;48000;0.0;"Rent";"Venture";"B";10000;9.25;0;0.21;"N";3
26;96000;3.0;"Mortgage";"Personal";"A";10000;5.42;0;0.1;"N";3
24;57000;8.0;"Mortgage";"Homeimprovement";"B";19725;9.99;0;0.35;"N";2
27;50000;0.0;"Rent";"Education";"A";8000;7.9;0;0.16;"N";8
23;35000;2.0;"Rent";"Education";"C";6400;0.0;0;0.18;"N";4
36;43680;0.0;"Mortgage";"Venture";"C";15000;13.11;0;0.34;"Y";17
26;42996;10.0;"Rent";"Medical";"B";8500;10.2;0;0.2;"N";2
33;25000;0.0;"Mortgage";"Debtconsolidation";"C";3000;12.53;0;0.12;"Y";10
23;46443;7.0;"Rent";"Education";"A";6000;7.9;0;0.13;"N";4
29;52000;6.0;"Mortgage";"Homeimprovement";"B";7800;10.36;0;0.15;"N";9
25;125000;9.0;"Mortgage";"Personal";"B";12000;11.11;0;0.1;"N";3
24;109500;3.0;"Mortgage";"Education";"B";3500;10.75;0;0.03;"N";3
37;45000;0.0;"Rent";"Personal";"B";5000;10.75;0;0.09;"N";3
26;104550;6.0;"Mortgage";"Medical";"D";15000;15.33;1;0.12;"N";3
23;30000;1.0;"Rent";"Medical";"B";14000;11.26;1;0.47;"N";3
32;160000;2.0;"Mortgage";"Medical";"B";3200;0.0;0;0.02;"N";5
34;80000;5.0;"Mortgage";"Personal";"A";12000;7.49;0;0.15;"N";9
24;71000;0.0;"Own";"Homeimprovement";"A";10000;5.79;0;0.14;"N";3
29;30720;2.0;"Rent";"Medical";"A";3500;5.99;0;0.11;"N";8
38;85000;4.0;"Mortgage";"Personal";"B";6000;10.99;0;0.07;"N";14
27;160000;12.0;"Mortgage";"Debtconsolidation";"C";7000;12.23;0;0.04;"Y";6
21;39000;5.0;"Rent";"Personal";"B";9250;9.91;0;0.24;"N";4
33;68000;15.0;"Mortgage";"Venture";"B";5000;12.18;0;0.07;"N";10
35;14400;1.0;"Rent";"Homeimprovement";"B";3000;0.0;1;0.21;"N";7
25;60000;1.0;"Mortgage";"Venture";"A";5000;7.29;0;0.08;"N";3
22;93000;1.0;"Rent";"Homeimprovement";"D";3600;16.77;1;0.04;"Y";3
29;20000;0.0;"Own";"Venture";"A";3000;8.0;0;0.15;"N";5
30;156000;5.0;"Rent";"Medical";"B";25000;9.88;0;0.16;"N";7
21;121352;5.0;"Mortgage";"Debtconsolidation";"C";7750;0.0;0;0.06;"N";4
39;30000;0.0;"Mortgage";"Education";"A";10375;8.9;0;0.35;"N";13
26;50000;10.0;"Rent";"Personal";"B";18950;0.0;1;0.38;"N";3
25;56000;2.0;"Rent";"Debtconsolidation";"B";5000;0.0;0;0.09;"N";4
29;83000;13.0;"Rent";"Education";"B";10000;11.99;0;0.12;"N";6
22;69000;6.0;"Mortgage";"Personal";"C";7800;12.41;0;0.11;"Y";3
23;75000;5.0;"Mortgage";"Venture";"B";5000;11.12;0;0.07;"N";3
29;45204;8.0;"Rent";"Medical";"B";4000;11.48;0;0.09;"N";7
22;29100;2.0;"Rent";"Venture";"D";6250;16.07;1;0.21;"N";4
30;80000;2.0;"Mortgage";"Education";"C";6000;14.17;0;0.07;"Y";9
39;36000;2.0;"Rent";"Medical";"A";6000;8.49;0;0.17;"N";14
28;45996;0.0;"Rent";"Medical";"D";11000;14.74;1;0.24;"Y";7
40;56472;4.0;"Rent";"Education";"B";15775;10.59;0;0.28;"N";14
25;41496;7.0;"Rent";"Education";"B";5000;10.83;1;0.12;"N";3
40;56448;0.0;"Rent";"Homeimprovement";"F";28000;18.62;1;0.5;"N";14
22;85000;0.0;"Rent";"Debtconsolidation";"A";10000;7.66;0;0.12;"N";3
25;55000;0.0;"Rent";"Personal";"A";10000;5.42;0;0.18;"N";4
22;90000;5.0;"Rent";"Personal";"B";20000;0.0;0;0.22;"N";4
23;43236;1.0;"Own";"Venture";"C";18000;12.87;0;0.42;"N";2
23;17688;0.0;"Rent";"Debtconsolidation";"B";20000;0.0;1;0.0;"N";6
32;300000;2.0;"Mortgage";"Medical";"C";24000;12.87;0;0.08;"N";10
22;75000;6.0;"Rent";"Education";"B";6000;0.0;1;0.08;"N";2
23;100000;7.0;"Mortgage";"Personal";"B";11200;11.49;0;0.11;"N";2
23;50400;7.0;"Own";"Education";"D";7000;15.99;0;0.14;"N";2
40;73100;0.0;"Rent";"Medical";"D";20000;14.54;1;0.23;"Y";11
24;35713;1.0;"Rent";"Medical";"C";6150;11.03;0;0.17;"Y";3
24;44000;0.0;"Rent";"Personal";"A";2000;8.0;1;0.05;"N";3
27;54996;5.0;"Own";"Personal";"C";16400;13.98;0;0.3;"N";9
40;82000;2.0;"Rent";"Medical";"B";14000;10.37;0;0.17;"N";13
28;46000;12.0;"Mortgage";"Education";"A";6000;8.0;0;0.13;"N";7
24;58000;3.0;"Mortgage";"Education";"D";11000;16.77;0;0.19;"N";4
24;33000;8.0;"Mortgage";"Homeimprovement";"C";2050;13.49;1;0.06;"N";2
31;94140;5.0;"Rent";"Venture";"D";12000;14.91;0;0.13;"Y";8
25;100000;4.0;"Own";"Medical";"C";15000;11.28;0;0.15;"N";4
46;30000;15.0;"Rent";"Debtconsolidation";"C";10000;13.49;1;0.33;"N";12
26;65000;0.0;"Rent";"Homeimprovement";"C";4800;13.72;0;0.07;"N";2
22;30000;0.0;"Rent";"Debtconsolidation";"E";6000;19.39;1;0.2;"Y";4
26;40000;0.0;"Own";"Medical";"B";4300;10.74;0;0.11;"N";2
27;24000;1.0;"Own";"Education";"C";6000;0.0;0;0.25;"N";7
24;68000;5.0;"Rent";"Personal";"D";25000;14.09;1;0.37;"Y";3
26;65004;7.0;"Rent";"Debtconsolidation";"B";20000;11.99;1;0.31;"N";2
26;83004;7.0;"Rent";"Education";"A";5450;7.9;0;0.07;"N";4
23;48500;8.0;"Mortgage";"Personal";"B";6000;10.25;0;0.12;"N";2
36;56900;16.0;"Mortgage";"Medical";"G";6200;0.0;1;0.11;"N";13
24;38400;7.0;"Mortgage";"Medical";"C";15000;15.23;0;0.39;"N";2
43;11340;4.0;"Rent";"Education";"C";1950;0.0;1;0.17;"N";11
23;49029;1.0;"Rent";"Medical";"A";9000;0.0;1;0.18;"N";2
25;46000;9.0;"Rent";"Medical";"A";7000;8.49;0;0.15;"N";3
26;60000;7.0;"Mortgage";"Education";"A";16000;7.9;0;0.27;"N";2
31;75000;5.0;"Mortgage";"Homeimprovement";"C";2500;12.99;0;0.03;"Y";5
23;76000;7.0;"Mortgage";"Medical";"B";3600;10.65;0;0.05;"N";3
38;35427;3.0;"Rent";"Personal";"C";5950;11.72;0;0.17;"Y";11
26;110000;10.0;"Mortgage";"Homeimprovement";"C";23750;12.99;0;0.22;"Y";4
25;60000;3.0;"Mortgage";"Debtconsolidation";"A";3200;5.42;0;0.05;"N";4
28;54000;9.0;"Mortgage";"Education";"A";10000;8.59;0;0.19;"N";8
31;70000;0.0;"Mortgage";"Medical";"A";3000;8.9;0;0.04;"N";8
21;13200;2.0;"Rent";"Debtconsolidation";"A";1875;6.99;0;0.14;"N";3
33;105000;4.0;"Mortgage";"Homeimprovement";"B";26375;9.91;0;0.25;"N";9
24;64000;9.0;"Mortgage";"Debtconsolidation";"B";10000;0.0;0;0.16;"N";4
29;50400;6.0;"Rent";"Debtconsolidation";"A";7000;6.17;0;0.14;"N";8
23;47148;3.0;"Mortgage";"Medical";"A";25000;7.49;1;0.53;"N";3
41;57000;3.0;"Rent";"Personal";"D";1200;15.99;0;0.02;"Y";12
23;120000;0.0;"Rent";"Education";"A";35000;7.9;0;0.29;"N";4
29;144000;11.0;"Mortgage";"Medical";"B";7000;10.59;0;0.05;"N";10
27;170000;3.0;"Rent";"Debtconsolidation";"B";12075;12.42;0;0.07;"N";9
30;95000;6.0;"Mortgage";"Personal";"A";4000;5.99;0;0.04;"N";9
23;100000;4.0;"Mortgage";"Debtconsolidation";"C";10000;13.57;0;0.1;"N";3
25;175000;10.0;"Mortgage";"Homeimprovement";"A";8000;7.9;0;0.05;"N";2
24;90000;0.0;"Mortgage";"Debtconsolidation";"C";8000;12.99;0;0.09;"N";2
27;20000;0.0;"Rent";"Medical";"D";7000;0.0;1;0.35;"N";5
26;42000;3.0;"Rent";"Venture";"A";14000;6.92;1;0.33;"N";2
25;92700;5.0;"Mortgage";"Venture";"C";1500;14.65;0;0.02;"Y";2
28;50000;3.0;"Mortgage";"Personal";"A";3000;0.0;0;0.06;"N";10
24;54000;0.0;"Rent";"Homeimprovement";"D";16000;15.65;1;0.3;"N";4
26;130000;10.0;"Mortgage";"Personal";"D";3000;17.58;0;0.02;"Y";3
25;64000;8.0;"Rent";"Debtconsolidation";"D";15000;14.42;1;0.23;"Y";3
26;120640;0.0;"Rent";"Education";"C";9600;14.22;0;0.08;"N";4
27;53321;11.0;"Rent";"Medical";"D";9000;15.58;1;0.17;"Y";7
26;55000;1.0;"Rent";"Debtconsolidation";"A";3200;8.49;0;0.06;"N";2
37;25000;6.0;"Rent";"Education";"B";7500;10.99;0;0.3;"N";15
27;60000;1.0;"Rent";"Personal";"C";10000;13.22;0;0.17;"N";7
22;65000;3.0;"Rent";"Education";"E";13000;0.0;0;0.2;"Y";4
30;65000;1.0;"Rent";"Personal";"B";12000;11.49;0;0.18;"N";7
31;50000;1.0;"Rent";"Medical";"B";10000;12.69;0;0.2;"N";8
24;40000;1.0;"Mortgage";"Medical";"B";7500;12.42;0;0.19;"N";4
44;124800;1.0;"Rent";"Personal";"A";10875;7.14;0;0.09;"N";14
33;75693;5.0;"Mortgage";"Education";"B";22000;10.25;0;0.29;"N";10
25;42000;6.0;"Rent";"Medical";"A";5600;7.49;0;0.13;"N";2
30;21996;4.0;"Rent";"Medical";"B";7500;10.37;1;0.34;"N";9
27;75000;3.0;"Rent";"Medical";"B";4200;10.51;0;0.07;"";3
33;58000;0.0;"Rent";"Debtconsolidation";"B";14400;9.91;0;0.25;"N";8
31;77940;3.0;"Mortgage";"Debtconsolidation";"B";16250;10.99;0;0.21;"N";10
37;30000;8.0;"Rent";"Venture";"B";12000;12.42;1;0.4;"N";15
25;80000;5.0;"Mortgage";"Personal";"A";18200;7.9;0;0.23;"N";2
21;24000;5.0;"Rent";"Venture";"B";2000;11.14;0;0.08;"N";4
26;44400;0.0;"Mortgage";"Venture";"C";6500;14.35;0;0.15;"N";2
24;50000;1.0;"Rent";"Homeimprovement";"A";4000;5.42;0;0.08;"N";2
35;86000;19.0;"Mortgage";"Medical";"A";20000;6.54;0;0.23;"N";10
25;94000;9.0;"Mortgage";"Homeimprovement";"B";30000;10.65;0;0.32;"N";4
40;68000;12.0;"Rent";"Homeimprovement";"A";7000;7.51;0;0.1;"N";11
38;32000;0.0;"Rent";"Debtconsolidation";"B";6000;11.36;1;0.19;"N";16
25;75000;0.0;"Mortgage";"Medical";"";5000;9.91;0;0.05;"N";9
28;118000;7.0;"Rent";"Debtconsolidation";"A";4800;8.9;0;0.04;"N";6
22;75000;2.0;"Rent";"Medical";"C";20000;0.0;0;0.27;"Y";2
22;62654;4.0;"Mortgage";"Homeimprovement";"D";6000;14.74;1;0.1;"N";4
25;72000;1.0;"Rent";"Venture";"B";6000;11.86;0;0.08;"N";3
35;19200;4.0;"Rent";"Personal";"A";1200;7.29;1;0.06;"N";10
35;280000;19.0;"Mortgage";"Homeimprovement";"C";21600;12.99;0;0.08;"N";8
26;108000;3.0;"Mortgage";"Venture";"B";9000;10.38;0;0.08;"N";4
23;50004;7.0;"Mortgage";"Personal";"B";16000;11.83;0;0.32;"N";2
32;62000;1.0;"Own";"Education";"B";15000;12.18;0;0.24;"N";6
23;48235;5.0;"Mortgage";"Venture";"B";20000;12.18;0;0.41;"N";2
25;52000;0.0;"Rent";"Personal";"B";24000;10.74;1;0.46;"N";2
22;49536;6.0;"Mortgage";"Debtconsolidation";"A";5200;6.62;0;0.1;"N";2
28;84800;4.0;"Rent";"Venture";"B";9000;0.0;0;0.11;"N";7
24;39000;0.0;"Rent";"Debtconsolidation";"A";3250;8.94;1;0.08;"N";2
29;125000;6.0;"Mortgage";"Homeimprovement";"C";6400;12.87;0;0.05;"Y";9
26;24000;5.0;"Rent";"Debtconsolidation";"A";6000;6.62;0;0.25;"N";4
25;62400;0.0;"Own";"Medical";"D";15000;17.58;0;0.24;"N";4
27;34152;5.0;"Rent";"Medical";"C";5000;13.79;0;0.15;"N";10
23;74000;7.0;"Rent";"Education";"A";6000;5.79;0;0.08;"N";3
29;78000;0.0;"Mortgage";"Personal";"B";9600;0.0;0;0.12;"N";5
37;60000;4.0;"Mortgage";"Debtconsolidation";"C";12000;12.73;0;0.2;"N";15
23;65400;1.0;"Rent";"Debtconsolidation";"C";10075;13.98;0;0.15;"Y";2
32;130000;3.0;"Mortgage";"Education";"A";28000;8.49;0;0.22;"N";7
22;72000;4.0;"Rent";"Personal";"A";6200;5.99;0;0.09;"N";2
28;64000;4.0;"Mortgage";"Personal";"A";8825;5.99;0;0.14;"N";5
47;24000;4.0;"Mortgage";"Homeimprovement";"D";5100;0.0;0;0.21;"Y";16
33;186996;0.0;"Mortgage";"Education";"D";25000;14.46;0;0.13;"Y";8
43;65000;2.0;"Rent";"Medical";"B";5000;9.62;0;0.08;"N";16
23;71000;7.0;"Rent";"Personal";"A";11300;7.49;0;0.16;"N";3
23;50000;0.0;"Rent";"Venture";"C";8000;0.0;0;0.16;"N";4
30;54600;11.0;"Mortgage";"Venture";"B";2500;9.99;0;0.05;"N";7
0;72600;3.0;"Mortgage";"Medical";"A";6000;12.69;0;0.09;"N";13
25;49000;9.0;"Rent";"Homeimprovement";"A";10000;6.62;1;0.2;"N";4
25;115200;1.0;"Mortgage";"Venture";"A";14000;6.62;0;0.12;"N";3
39;60000;1.0;"Rent";"Medical";"B";11025;10.59;0;0.18;"N";12
29;142000;14.0;"Own";"Personal";"B";24250;11.48;0;0.17;"N";8
22;31000;2.0;"Rent";"Medical";"A";1600;9.32;0;0.05;"N";3
30;98000;6.0;"Mortgage";"Homeimprovement";"B";35000;10.59;1;0.36;"N";8
23;18000;1.0;"Rent";"Personal";"C";3250;0.0;1;0.18;"Y";4
30;65000;3.0;"Rent";"Debtconsolidation";"B";8800;10.0;0;0.14;"N";8
27;27000;1.0;"Rent";"Debtconsolidation";"A";5000;7.88;0;0.19;"N";8
28;59904;12.0;"Mortgage";"Medical";"C";13750;16.7;0;0.0;"N";6
27;27000;1.0;"Own";"Venture";"A";6000;8.0;0;0.22;"N";6
22;35000;6.0;"Mortgage";"Education";"A";8000;5.79;0;0.23;"N";4
33;64000;14.0;"Rent";"Venture";"E";11000;15.68;1;0.17;"Y";5
26;44000;0.0;"Rent";"Homeimprovement";"";7500;11.89;1;0.33;"N";22
29;46140;2.0;"Mortgage";"Homeimprovement";"C";4800;14.72;0;0.1;"Y";6
31;54000;3.0;"Rent";"Homeimprovement";"D";9000;12.49;1;0.17;"N";7
27;110000;6.0;"Rent";"Education";"C";16000;15.27;0;0.15;"N";8
25;34200;1.0;"Rent";"Education";"B";4000;0.0;0;0.12;"N";2
24;73000;5.0;"Rent";"Medical";"C";9600;13.92;0;0.13;"Y";3
22;57996;2.0;"Mortgage";"Venture";"B";2500;12.53;0;0.04;"N";4
25;60000;3.0;"Rent";"Personal";"A";17000;6.91;0;0.28;"N";2
40;14400;10.0;"Own";"Homeimprovement";"A";8000;7.14;1;0.56;"N";12
23;26000;0.0;"Mortgage";"Homeimprovement";"E";10000;0.0;1;0.38;"Y";3
23;56000;0.0;"Rent";"Education";"A";5300;0.0;0;0.0;"N";4
27;390000;11.0;"Mortgage";"Personal";"B";10000;11.26;0;0.03;"N";6
29;53000;6.0;"Rent";"Debtconsolidation";"C";12000;0.0;0;0.23;"N";8
26;54000;1.0;"Rent";"Homeimprovement";"C";1500;13.98;0;0.03;"Y";4
31;66000;4.0;"Rent";"Debtconsolidation";"C";6000;14.35;1;0.09;"N";5
34;61476;12.0;"Mortgage";"Homeimprovement";"A";9200;7.74;0;0.15;"N";7
31;75000;4.0;"Rent";"Medical";"C";4000;13.49;0;0.05;"Y";8
21;50000;2.0;"Rent";"Education";"D";18000;14.74;1;0.36;"N";2
27;170000;3.0;"Rent";"Homeimprovement";"B";12075;12.42;0;0.07;"N";10
25;90000;4.0;"Mortgage";"Venture";"B";10000;10.0;0;0.11;"N";2
22;50000;1.0;"Own";"Medical";"A";3600;0.0;0;0.07;"N";2
22;185000;4.0;"Rent";"Education";"B";25000;11.36;0;0.14;"N";4
22;52000;1.0;"Rent";"Medical";"A";5000;6.99;0;0.1;"N";2
27;68000;11.0;"Own";"Personal";"A";20000;7.9;0;0.29;"N";9
24;34000;1.0;"Mortgage";"Personal";"C";5100;14.35;0;0.15;"N";4
25;36000;1.0;"Rent";"Medical";"B";6600;11.49;0;0.18;"N";4
24;39000;3.0;"Mortgage";"Debtconsolidation";"A";5600;5.42;0;0.14;"N";4
29;105996;13.0;"Rent";"Homeimprovement";"D";25000;14.83;0;0.24;"N";9
28;40000;0.0;"Rent";"Medical";"C";5600;13.49;0;0.14;"N";8
34;74000;13.0;"Mortgage";"Venture";"C";10000;15.96;1;0.14;"Y";10
22;56324;2.0;"Rent";"Education";"B";12400;10.74;0;0.22;"N";4
26;93000;10.0;"Rent";"Debtconsolidation";"B";16000;11.11;0;0.17;"N";4
24;39875;7.0;"Rent";"Personal";"D";13300;16.0;1;0.33;"Y";4
21;70000;0.0;"Mortgage";"Personal";"D";2500;16.49;0;0.04;"N";3
26;34515;11.0;"";"Debtconsolidation";"A";6000;12.84;0;0.17;"N";7
23;48756;5.0;"Rent";"Medical";"B";4800;11.36;0;0.1;"N";4
23;78000;7.0;"Mortgage";"Venture";"A";4600;7.66;0;0.06;"N";3
27;93600;1.0;"Rent";"Debtconsolidation";"B";3000;10.36;0;0.03;"N";9
27;82000;0.0;"Mortgage";"Venture";"B";14000;10.0;0;0.17;"N";7
23;92000;4.0;"Rent";"Venture";"B";6000;12.42;0;0.07;"N";3
41;30000;3.0;"Rent";"Personal";"A";8875;5.42;0;0.3;"N";16
25;75000;4.0;"Rent";"Medical";"A";7000;7.49;0;0.09;"N";2
36;120000;2.0;"Rent";"Homeimprovement";"C";16000;13.06;0;0.13;"N";16
28;40500;9.0;"Rent";"Debtconsolidation";"A";15000;7.88;1;0.37;"N";5
23;15000;3.0;"Rent";"Debtconsolidation";"B";5175;12.18;1;0.34;"N";2
26;120000;7.0;"Mortgage";"Homeimprovement";"";0;0.0;1;0.47;"N";7
40;30996;2.0;"Rent";"Medical";"C";1500;13.72;1;0.05;"Y";14
37;60000;15.0;"Own";"Homeimprovement";"A";5000;9.32;0;0.08;"N";12
23;19000;2.0;"Rent";"Education";"C";6000;10.59;1;0.32;"N";2
29;34999;8.0;"Mortgage";"Debtconsolidation";"D";6250;15.95;1;0.18;"Y";9
22;33000;0.0;"Rent";"Medical";"C";5600;13.23;1;0.17;"Y";4
23;65000;7.0;"Mortgage";"Venture";"B";13750;9.62;0;0.21;"N";3
25;79000;0.0;"Mortgage";"Personal";"A";9000;6.76;0;0.11;"N";4
23;130000;7.0;"Own";"Venture";"C";15000;13.22;0;0.12;"Y";3
27;105000;3.0;"Mortgage";"Education";"C";25000;12.23;0;0.24;"N";5
25;34000;4.0;"Rent";"Venture";"B";8200;12.21;0;0.24;"N";4
24;16800;0.0;"Mortgage";"";"A";7500;8.9;0;0.09;"N";6
28;37290;7.0;"Mortgage";"Personal";"A";5500;5.42;0;0.15;"N";5
25;70000;4.0;"Rent";"Personal";"C";8000;15.96;0;0.11;"Y";3
37;50000;15.0;"Mortgage";"Venture";"A";8400;6.03;0;0.17;"N";11
20;42000;4.0;"Rent";"Venture";"B";6500;11.71;0;0.15;"N";2
23;48562;4.0;"Rent";"Venture";"A";3500;8.0;0;0.07;"N";2
36;50000;6.0;"Rent";"Venture";"C";7200;13.98;0;0.14;"N";15
25;15000;2.0;"Own";"Homeimprovement";"D";1750;15.31;0;0.12;"Y";4
27;45000;3.0;"Mortgage";"Personal";"A";4000;6.99;0;0.09;"N";7
25;47052;5.0;"Rent";"Education";"B";21250;10.99;1;0.45;"N";2
45;60000;4.0;"Rent";"Debtconsolidation";"B";25000;9.99;1;0.42;"N";16
22;29000;0.0;"Rent";"Education";"C";6000;19.39;1;0.0;"";4
39;37800;5.0;"Rent";"Debtconsolidation";"B";7000;11.49;0;0.19;"N";16
24;56000;8.0;"Mortgage";"Medical";"A";12250;6.03;0;0.22;"N";4
25;80000;3.0;"Own";"Education";"C";10000;14.72;0;0.13;"Y";3
54;97800;11.0;"Mortgage";"Personal";"C";10000;13.23;0;0.1;"Y";20
22;74500;6.0;"Mortgage";"Venture";"C";8000;15.96;0;0.11;"N";3
26;48000;4.0;"Mortgage";"Personal";"A";10000;5.79;0;0.21;"N";3
